env_package	slot	value	val_count	fraction
host-associated	experimental_factor	specimen [OBI:0100051]	150	0.12254901960784313
host-associated	experimental_factor	unidentified [NCBITaxon:32644]	7	0.005718954248366013
host-associated	experimental_factor	uninfected [EFO:0001460]	107	0.08741830065359477
host-associated	experimental_factor	unmapped [unmapped]	920	0.7516339869281046
host-associated	host_body_product	Body of pancreas [FMA:14518]	24	0.0007438631291842301
host-associated	host_body_product	Body of uterus [FMA:17739]	40	0.001239771881973717
host-associated	host_body_product	Cecum [FMA:14541]	58	0.0017976692288618895
host-associated	host_body_product	Chyme [FMA:62961]	5	0.0001549714852467146
host-associated	host_body_product	Colon [FMA:14543]	56	0.0017356806347632037
host-associated	host_body_product	Esophagus [FMA:7131]	23	0.0007128688321348872
host-associated	host_body_product	Feces [FMA:64183]	23547	0.7298227126208777
host-associated	host_body_product	Intestinal mucosa [FMA:15695]	36	0.0011157946937763452
host-associated	host_body_product	Liver parenchyma [FMA:17540]	40	0.001239771881973717
host-associated	host_body_product	Lumen of gut [FMA:45677]	1701	0.05272129928093231
host-associated	host_body_product	Lumen of ileum [FMA:14591]	26	0.000805851723282916
host-associated	host_body_product	Lung parenchyma [FMA:27360]	40	0.001239771881973717
host-associated	host_body_product	Mucus [FMA:66938]	1981	0.06139970245474833
host-associated	host_body_product	Ovary [FMA:7209]	16	0.0004959087527894868
host-associated	host_body_product	Parenchyma of spleen [FMA:16029]	32	0.0009918175055789735
host-associated	host_body_product	Saliva [FMA:59862]	608	0.018844532606000497
host-associated	host_body_product	Sebum [FMA:61304]	585	0.01813166377386561
host-associated	host_body_product	Spleen [FMA:7196]	108	0.0033473840813290356
host-associated	host_body_product	Tooth [FMA:12516]	35	0.0010848003967270023
host-associated	host_body_product	Tracheobronchial tree [FMA:7393]	32	0.0009918175055789735
host-associated	host_body_product	Vagina [FMA:19949]	16	0.0004959087527894868
host-associated	host_body_product	Wall of esophagus [FMA:12611]	32	0.0009918175055789735
host-associated	host_body_product	Wall of intestine [FMA:15949]	159	0.004928093230845525
host-associated	host_body_product	Wall of large intestine [FMA:14619]	48	0.0014877262583684603
host-associated	host_body_product	Wall of small intestine [FMA:14615]	48	0.0014877262583684603
host-associated	host_body_product	Wall of stomach [FMA:14582]	24	0.0007438631291842301
host-associated	host_body_product	adrenal tissue [UBERON:0018303]	16	0.0004959087527894868
host-associated	host_body_product	anatomical wall [UBERON:0000060]	32	0.0009918175055789735
host-associated	host_body_product	blood [MA:0000059]	8	0.0002479543763947434
host-associated	host_body_product	blood plasma [UBERON:0001969]	26	0.000805851723282916
host-associated	host_body_product	cecum mucosa [UBERON:0000314]	228	0.007066699727250186
host-associated	host_body_product	clarified rumen fluid [MICRO:0000520]	96	0.0029754525167369206
host-associated	host_body_product	colon mucosa [MA:0003194]	206	0.006384825192164642
host-associated	host_body_product	digestive gland [UBERON:0006925]	10	0.0003099429704934292
host-associated	host_body_product	digestive tract [UBERON:0001555]	21	0.0006508802380362014
host-associated	host_body_product	duodenum mucosa [MA:0003207]	179	0.005547979171832383
host-associated	host_body_product	echinoderm pyloric cecum [UBERON:0008248]	267	0.00827547731217456
host-associated	host_body_product	esophagus mucosa [UBERON:0002469]	115	0.003564344160674436
host-associated	host_body_product	excreta [UBERON:0000174]	55	0.0017046863377138607
host-associated	host_body_product	ileum mucosa [MA:0003216]	206	0.006384825192164642
host-associated	host_body_product	jejunum mucosa [MA:0003214]	180	0.005578973468881726
host-associated	host_body_product	kidney mesenchyme [UBERON:0003918]	32	0.0009918175055789735
host-associated	host_body_product	lumen of colon [UBERON:0007159]	26	0.000805851723282916
host-associated	host_body_product	mesenteric lymph node [UBERON:0002509]	108	0.0033473840813290356
host-associated	host_body_product	multicellular organism [UBERON:0000468]	466	0.014443342424993802
host-associated	host_body_product	organism substance [UBERON:0000463]	91	0.002820481031490206
host-associated	host_body_product	parenchyma of central nervous system [UBERON:0005158]	32	0.0009918175055789735
host-associated	host_body_product	small intestine [UBERON:0002108]	56	0.0017356806347632037
host-associated	host_body_product	stomach mucosa [MA:0002683]	89	0.00275849243739152
host-associated	host_body_product	tissue [MA:0003002]	48	0.0014877262583684603
host-associated	host_body_product	unmapped [unmapped]	255	0.007903545747582445
host-associated	host_body_product	wall of small intestine [UBERON:0001168]	96	0.0029754525167369206
host-associated	host_disease	Healthy [HP:0032322]	156	0.2694300518134715
host-associated	host_disease	arylsulfatase D [PR:000004323]	65	0.11226252158894647
host-associated	host_disease	unidentified [NCBITaxon:32644]	4	0.0069084628670120895
host-associated	host_disease	uninfected [EFO:0001460]	20	0.03454231433506045
host-associated	host_disease	unmapped [unmapped]	334	0.5768566493955095
host-associated	host_phenotype	unmapped [unmapped]	16	1.0
host-associated	ploidy	diploid [PATO:0001394]	1	1.0
host-associated	samp_collect_device	cotton swab [OBI:0002821]	47	0.027976190476190477
host-associated	samp_collect_device	unmapped [unmapped]	1633	0.9720238095238095
human-associated	env_broad_scale	Homo sapiens [NCBITaxon:9606]	287	0.040790221716884595
human-associated	env_broad_scale	Human body [FMA:20394]	63	0.008953951108584423
human-associated	env_broad_scale	air [ENVO:00002005]	1	0.0001421262080727686
human-associated	env_broad_scale	blood [MA:0000059]	59	0.008385446276293349
human-associated	env_broad_scale	dense settlement biome [ENVO:01000248]	433	0.06154064809550881
human-associated	env_broad_scale	microbiome [EFO:0004982]	46	0.006537805571347356
human-associated	env_broad_scale	subtropical grassland biome [ENVO:01000191]	12	0.0017055144968732233
human-associated	env_broad_scale	subtropical savanna biome [ENVO:01000187]	6	0.0008527572484366117
human-associated	env_broad_scale	subtropical shrubland biome [ENVO:01000213]	6	0.0008527572484366117
human-associated	env_broad_scale	subtropical woodland biome [ENVO:01000222]	6	0.0008527572484366117
human-associated	env_broad_scale	temperate grassland biome [ENVO:01000193]	24	0.0034110289937464467
human-associated	env_broad_scale	temperate woodland biome [ENVO:01000221]	36	0.00511654349061967
human-associated	env_broad_scale	terrestrial biome [ENVO:00000446]	726	0.10318362706083002
human-associated	env_broad_scale	unmapped [unmapped]	937	0.1331722569641842
human-associated	env_broad_scale	urban biome [ENVO:01000249]	4156	0.5906765207504264
human-associated	env_broad_scale	village biome [ENVO:01000246]	238	0.03382603752131893
human-associated	env_local_scale	Anatomical entity [FMA:62955]	3	0.00045078888054094667
human-associated	env_local_scale	Homo sapiens [NCBITaxon:9606]	115	0.01728024042073629
human-associated	env_local_scale	Lung [FMA:7195]	63	0.009466566491359879
human-associated	env_local_scale	Placenta [FMA:63934]	16	0.002404207362885049
human-associated	env_local_scale	city [ENVO:00000856]	1	0.00015026296018031557
human-associated	env_local_scale	microbial feature [ENVO:01000007]	110	0.01652892561983471
human-associated	env_local_scale	normal [PATO:0000461]	28	0.0042073628850488355
human-associated	env_local_scale	obsolete human-associated habitat [ENVO:00009003]	196	0.02945154019534185
human-associated	env_local_scale	plasma [MA:0002501]	59	0.008865514650638617
human-associated	env_local_scale	sputum [MA:0002536]	84	0.012622088655146507
human-associated	env_local_scale	unmapped [unmapped]	5980	0.898572501878287
human-associated	env_medium	Bile [FMA:62971]	126	0.018150388936905792
human-associated	env_medium	Feces [FMA:64183]	73	0.010515701526937482
human-associated	env_medium	Milk [FMA:62100]	148	0.021319504465571883
human-associated	env_medium	Mucus [FMA:66938]	1828	0.26332469029098243
human-associated	env_medium	Placenta [FMA:63934]	16	0.0023048112935753384
human-associated	env_medium	Saliva [FMA:59862]	24	0.003457216940363008
human-associated	env_medium	Sebum [FMA:61304]	83	0.011956208585422068
human-associated	env_medium	Urine [FMA:12274]	2010	0.2895419187554019
human-associated	env_medium	air [ENVO:00002005]	19	0.0027369634111207145
human-associated	env_medium	anthropogenic environmental material [ENVO:0010001]	113	0.01627772976087583
human-associated	env_medium	blood [MA:0000059]	460	0.06626332469029098
human-associated	env_medium	bodily fluid [UBERON:0006314]	412	0.059348890809564965
human-associated	env_medium	breast milk [ENVO:02000031]	2	0.0002881014116969173
human-associated	env_medium	bronchoalveolar lavage [BTO:0000155]	21	0.003025064822817632
human-associated	env_medium	cerebrospinal fluid material [ENVO:02000029]	1	0.00014405070584845865
human-associated	env_medium	control [EFO:0001461]	8	0.0011524056467876692
human-associated	env_medium	ear wax [ENVO:02000028]	56	0.008066839527513685
human-associated	env_medium	lavage [OBI:0600044]	42	0.006050129645635264
human-associated	env_medium	organic material [ENVO:01000155]	14	0.002016709881878421
human-associated	env_medium	oronasal secretion material [ENVO:02000035]	382	0.05502736963411121
human-associated	env_medium	plasma [MA:0002501]	6	0.000864304235090752
human-associated	env_medium	respiratory airway [UBERON:0001005]	392	0.05646787669259579
human-associated	env_medium	sputum [MA:0002536]	237	0.0341400172860847
human-associated	env_medium	supragingival dental plaque [UBERON:0016485]	1	0.00014405070584845865
human-associated	env_medium	tears [ENVO:02000034]	54	0.007778738115816767
human-associated	env_medium	tissue [MA:0003002]	18	0.0025929127052722557
human-associated	env_medium	unmapped [unmapped]	396	0.05704407951598963
human-associated	host_body_product	Bile [FMA:62971]	126	0.02703862660944206
human-associated	host_body_product	Feces [FMA:64183]	73	0.015665236051502145
human-associated	host_body_product	Milk [FMA:62100]	148	0.03175965665236052
human-associated	host_body_product	Mucus [FMA:66938]	1257	0.26974248927038624
human-associated	host_body_product	Urine [FMA:12274]	1899	0.4075107296137339
human-associated	host_body_product	blood [MA:0000059]	58	0.012446351931330472
human-associated	host_body_product	blood plasma [UBERON:0001969]	401	0.08605150214592275
human-associated	host_body_product	bodily fluid [UBERON:0006314]	364	0.07811158798283262
human-associated	host_body_product	oronasal secretion material [ENVO:02000035]	106	0.022746781115879827
human-associated	host_body_product	sputum [MA:0002536]	220	0.04721030042918455
human-associated	host_body_product	unmapped [unmapped]	8	0.0017167381974248926
human-associated	host_disease	Bacteremia [HP:0031864]	17	0.08808290155440414
human-associated	host_disease	Pneumonia [HP:0002090]	29	0.15025906735751296
human-associated	host_disease	cystic fibrosis [MONDO:0009061]	84	0.43523316062176165
human-associated	host_disease	unmapped [unmapped]	63	0.32642487046632124
human-associated	ploidy	diploid [PATO:0001394]	2	0.08695652173913043
human-associated	ploidy	normal [PATO:0000461]	6	0.2608695652173913
human-associated	ploidy	tyrosine-protein kinase Yes [PR:000017528]	15	0.6521739130434783
human-associated	samp_collect_device	unmapped [unmapped]	276	1.0
human-gut	chem_administration	efavirenz [CHEBI:119486]	56	0.3393939393939394
human-gut	chem_administration	unmapped [unmapped]	109	0.6606060606060606
human-gut	env_broad_scale	Gut [FMA:45615]	36	0.0006499133448873484
human-gut	env_broad_scale	Homo sapiens [NCBITaxon:9606]	421	0.007600375505488157
human-gut	env_broad_scale	Human body [FMA:20394]	59	0.0010651357596764876
human-gut	env_broad_scale	anthropogenic terrestrial biome [ENVO:01000219]	738	0.013323223570190642
human-gut	env_broad_scale	cultivated environment [ENVO:01000311]	27	0.00048743500866551127
human-gut	env_broad_scale	dense settlement biome [ENVO:01000248]	22372	0.40388503755054883
human-gut	env_broad_scale	gut metagenome [NCBITaxon:749906]	140	0.0025274407856730216
human-gut	env_broad_scale	human metagenome [NCBITaxon:646099]	91	0.0016428365106874638
human-gut	env_broad_scale	intestine environment [ENVO:2100002]	37	0.0006679664933564414
human-gut	env_broad_scale	microbiome [EFO:0004982]	104	0.001877527440785673
human-gut	env_broad_scale	obsolete human-associated habitat [ENVO:00009003]	3	5.4159445407279026e-05
human-gut	env_broad_scale	terrestrial biome [ENVO:00000446]	1086	0.01960571923743501
human-gut	env_broad_scale	unmapped [unmapped]	7057	0.12740106874638937
human-gut	env_broad_scale	urban biome [ENVO:01000249]	20285	0.3662081166955517
human-gut	env_broad_scale	village biome [ENVO:01000246]	2936	0.05300404390525708
human-gut	env_local_scale	Feces [FMA:64183]	78	0.0014131458801362416
human-gut	env_local_scale	Gut [FMA:45615]	431	0.0078085368504964125
human-gut	env_local_scale	Homo sapiens [NCBITaxon:9606]	94	0.0017030219581129068
human-gut	env_local_scale	Intestine [FMA:7199]	26	0.00047104862671208057
human-gut	env_local_scale	Organ [FMA:67498]	27	0.0004891658815856222
human-gut	env_local_scale	agricultural ecosystem [ENVO:00000077]	40	0.0007246901949416625
human-gut	env_local_scale	biopsy [OBI:0002650]	31	0.0005616349010797884
human-gut	env_local_scale	city [ENVO:00000856]	7	0.00012682078411479093
human-gut	env_local_scale	control [EFO:0001461]	1	1.8117254873541563e-05
human-gut	env_local_scale	epithelium [MA:0003060]	32	0.00057975215595333
human-gut	env_local_scale	excreta [UBERON:0000174]	184	0.003333574896731647
human-gut	env_local_scale	gut metagenome [NCBITaxon:749906]	116	0.002101601565330821
human-gut	env_local_scale	habitat [ENVO:01000739]	1696	0.030726864265526486
human-gut	env_local_scale	hospital [ENVO:00002173]	46	0.0008333937241829118
human-gut	env_local_scale	human dwelling [ENVO:01000744]	330	0.005978694108268715
human-gut	env_local_scale	microbial feature [ENVO:01000007]	37	0.0006703384303210377
human-gut	env_local_scale	obsolete human-associated habitat [ENVO:00009003]	326	0.005906225088774549
human-gut	env_local_scale	research facility [ENVO:00000469]	29	0.0005254003913327053
human-gut	env_local_scale	ulcerative colitis [EFO:0000729]	20	0.00036234509747083124
human-gut	env_local_scale	unmapped [unmapped]	51645	0.935665627944054
human-gut	env_medium	Feces [FMA:64183]	49397	0.9116192374414055
human-gut	env_medium	Gut [FMA:45615]	59	0.0010888421363451815
human-gut	env_medium	Intestinal mucosa [FMA:15695]	26	0.0004798287380504189
human-gut	env_medium	Mucus [FMA:66938]	79	0.0014579411656147345
human-gut	env_medium	anthropogenic environmental material [ENVO:0010001]	12	0.00022145941756173182
human-gut	env_medium	biopsy [OBI:0002650]	63	0.001162661942199092
human-gut	env_medium	feces [ENVO:00002003]	1462	0.026981139039604324
human-gut	env_medium	intestine environment [ENVO:2100002]	280	0.005167386409773742
human-gut	env_medium	organic material [ENVO:01000155]	161	0.0029712471856199016
human-gut	env_medium	tissue [MA:0003002]	1	1.845495146347765e-05
human-gut	env_medium	unmapped [unmapped]	2645	0.04881334662089839
human-gut	env_medium	water [CHEBI:15377]	1	1.845495146347765e-05
human-gut	experimental_factor	galactoside alpha-(1,2)-fucosyltransferase 2 (human) [PR:Q10981]	47	1.0
human-gut	host_body_product	Feces [FMA:64183]	12802	0.8878563007143353
human-gut	host_body_product	Lumen of gut [FMA:45677]	279	0.019349469450031208
human-gut	host_body_product	Mucosa [FMA:85355]	10	0.0006935293709688606
human-gut	host_body_product	excreta [UBERON:0000174]	161	0.011165822872598655
human-gut	host_body_product	meconium [UBERON:0007109]	20	0.0013870587419377212
human-gut	host_body_product	unmapped [unmapped]	1147	0.07954781885012831
human-gut	host_disease	Healthy [HP:0032322]	86	0.05190102595051298
human-gut	host_disease	cancer [EFO:0000311]	11	0.006638503319251659
human-gut	host_disease	gastritis [EFO:0000217]	10	0.006035003017501509
human-gut	host_disease	parieto-occipital sulcus [UBERON:0002695]	52	0.03138201569100785
human-gut	host_disease	psoriatic arthritis [EFO:0003778]	16	0.009656004828002414
human-gut	host_disease	unidentified [NCBITaxon:32644]	978	0.5902232951116475
human-gut	host_disease	uninfected [EFO:0001460]	84	0.05069402534701267
human-gut	host_disease	unmapped [unmapped]	420	0.25347012673506336
human-gut	host_phenotype	unmapped [unmapped]	4	1.0
human-gut	samp_collect_device	biopsy [OBI:0002650]	26	0.018030513176144243
human-gut	samp_collect_device	unmapped [unmapped]	1416	0.9819694868238558
human-oral	env_broad_scale	Bone [FMA:30317]	3	0.0003023279250226746
human-oral	env_broad_scale	Dentine [FMA:55628]	17	0.0017131915751284893
human-oral	env_broad_scale	Homo sapiens [NCBITaxon:9606]	350	0.03527159125264537
human-oral	env_broad_scale	Saliva [FMA:59862]	24	0.0024186234001813967
human-oral	env_broad_scale	dense settlement biome [ENVO:01000248]	1514	0.1525748261614431
human-oral	env_broad_scale	microbiome [EFO:0004982]	159	0.016023380026201753
human-oral	env_broad_scale	specimen [OBI:0100051]	69	0.006953542275521515
human-oral	env_broad_scale	terrestrial biome [ENVO:00000446]	413	0.041620477678121534
human-oral	env_broad_scale	tropical savanna biome [ENVO:01000188]	103	0.010379925425778494
human-oral	env_broad_scale	tundra biome [ENVO:01000180]	102	0.010279149450770936
human-oral	env_broad_scale	unmapped [unmapped]	1031	0.1039000302327925
human-oral	env_broad_scale	urban biome [ENVO:01000249]	5880	0.5925627330444422
human-oral	env_broad_scale	village biome [ENVO:01000246]	258	0.026000201551950014
human-oral	env_local_scale	Homo sapiens [NCBITaxon:9606]	16	0.001612415600120931
human-oral	env_local_scale	Oral cavity [FMA:20292]	27	0.0027209513252040712
human-oral	env_local_scale	Saliva [FMA:59862]	112	0.011286909200846518
human-oral	env_local_scale	biofilm [ENVO:00002034]	491	0.04948100372871107
human-oral	env_local_scale	land [ENVO:01001785]	6	0.0006046558500453492
human-oral	env_local_scale	organic feature [ENVO:01000159]	14	0.0014108636501058147
human-oral	env_local_scale	root caries [EFO:1001163]	21	0.002116295475158722
human-oral	env_local_scale	unmapped [unmapped]	9236	0.9307669051698075
human-oral	env_medium	Mucus [FMA:66938]	136	0.013544467682501744
human-oral	env_medium	Saliva [FMA:59862]	8176	0.8142615277362812
human-oral	env_medium	Tooth [FMA:12516]	11	0.0010955084154964645
human-oral	env_medium	biofilm [ENVO:00002034]	61	0.006075092122298576
human-oral	env_medium	biofilm material [ENVO:01000156]	77	0.007668558908475251
human-oral	env_medium	biological product [ENVO:02000043]	220	0.02191016830992929
human-oral	env_medium	dental plaque [UBERON:0016482]	95	0.009461209042924012
human-oral	env_medium	organic material [ENVO:01000155]	287	0.02858281047704412
human-oral	env_medium	soil [ENVO:00001998]	41	0.004083258639577731
human-oral	env_medium	subgingival dental plaque [UBERON:0016484]	14	0.0013942834379045911
human-oral	env_medium	supragingival dental plaque [UBERON:0016485]	323	0.03216811074594164
human-oral	env_medium	unmapped [unmapped]	600	0.05975500448162534
human-oral	host_body_product	Mucus [FMA:66938]	52	0.01075713694662805
human-oral	host_body_product	Saliva [FMA:59862]	4722	0.9768307819611088
human-oral	host_body_product	unmapped [unmapped]	60	0.012412081092263137
human-oral	host_disease	acute lymphoblastic leukemia [DOID:9952]	13	0.027083333333333334
human-oral	host_disease	gingivitis [MONDO:0002508]	18	0.0375
human-oral	host_disease	hemochromatosis type 1 [DOID:0111029]	77	0.16041666666666668
human-oral	host_disease	periodontitis [EFO:0000649]	41	0.08541666666666667
human-oral	host_disease	unmapped [unmapped]	331	0.6895833333333333
human-oral	samp_collect_device	unmapped [unmapped]	133	1.0
human-skin	env_broad_scale	anthropogenic terrestrial biome [ENVO:01000219]	143	0.010034383552031437
human-skin	env_broad_scale	dense settlement biome [ENVO:01000248]	1321	0.09269524945617852
human-skin	env_broad_scale	subtropical grassland biome [ENVO:01000191]	12	0.0008420461721984422
human-skin	env_broad_scale	subtropical savanna biome [ENVO:01000187]	6	0.0004210230860992211
human-skin	env_broad_scale	subtropical shrubland biome [ENVO:01000213]	6	0.0004210230860992211
human-skin	env_broad_scale	subtropical woodland biome [ENVO:01000222]	6	0.0004210230860992211
human-skin	env_broad_scale	temperate grassland biome [ENVO:01000193]	24	0.0016840923443968844
human-skin	env_broad_scale	temperate woodland biome [ENVO:01000221]	36	0.0025261385165953267
human-skin	env_broad_scale	unmapped [unmapped]	135	0.009473019437232475
human-skin	env_broad_scale	urban biome [ENVO:01000249]	12087	0.848151006946881
human-skin	env_broad_scale	village biome [ENVO:01000246]	475	0.033330994316188335
human-skin	env_local_scale	microbiome [EFO:0004982]	9	0.0006315346291488317
human-skin	env_local_scale	research facility [ENVO:00000469]	5	0.0003508525717493509
human-skin	env_local_scale	trunk [UBERON:0002100]	59	0.004140060346642341
human-skin	env_local_scale	unmapped [unmapped]	14178	0.9948775524524595
human-skin	env_medium	Mucus [FMA:66938]	113	0.00779848171152519
human-skin	env_medium	Sebum [FMA:61304]	14155	0.97688060731539
human-skin	env_medium	Skin [FMA:7163]	59	0.004071773636991028
human-skin	env_medium	unmapped [unmapped]	163	0.011249137336093859
human-skin	host_body_product	Sebum [FMA:61304]	7830	0.987389659520807
human-skin	host_body_product	Skin [FMA:7163]	100	0.012610340479192938
human-vaginal	env_broad_scale	dense settlement biome [ENVO:01000248]	64	0.05734767025089606
human-vaginal	env_broad_scale	human metagenome [NCBITaxon:646099]	8	0.007168458781362007
human-vaginal	env_broad_scale	terrestrial biome [ENVO:00000446]	28	0.025089605734767026
human-vaginal	env_broad_scale	unmapped [unmapped]	1	0.0008960573476702509
human-vaginal	env_broad_scale	urban biome [ENVO:01000249]	1012	0.9068100358422939
human-vaginal	env_broad_scale	village biome [ENVO:01000246]	3	0.002688172043010753
human-vaginal	env_local_scale	unmapped [unmapped]	1116	1.0
human-vaginal	env_medium	Mucus [FMA:66938]	1082	0.966934763181412
human-vaginal	env_medium	unmapped [unmapped]	37	0.03306523681858802
human-vaginal	host_body_product	Mucus [FMA:66938]	978	1.0
microbial	env_broad_scale	Small lake biome [ENVO:00000892]	87	0.028618421052631578
microbial	env_broad_scale	activated sludge [ENVO:00002046]	1	0.0003289473684210526
microbial	env_broad_scale	beach sand [ENVO:00002138]	56	0.018421052631578946
microbial	env_broad_scale	biome [ENVO:00000428]	18	0.0059210526315789476
microbial	env_broad_scale	bioreactor [OBI:0001046]	3	0.000986842105263158
microbial	env_broad_scale	coal mine [ENVO:00002169]	7	0.002302631578947368
microbial	env_broad_scale	cold seep [ENVO:01000263]	1	0.0003289473684210526
microbial	env_broad_scale	estuarine biome [ENVO:01000020]	15	0.004934210526315789
microbial	env_broad_scale	estuary [ENVO:00000045]	26	0.008552631578947369
microbial	env_broad_scale	forest biome [ENVO:01000174]	13	0.0042763157894736845
microbial	env_broad_scale	fresh water [ENVO:00002011]	23	0.007565789473684211
microbial	env_broad_scale	freshwater biome [ENVO:00000873]	186	0.06118421052631579
microbial	env_broad_scale	groundwater [ENVO:01001004]	2	0.0006578947368421052
microbial	env_broad_scale	lake [ENVO:00000020]	2	0.0006578947368421052
microbial	env_broad_scale	marine benthic biome [ENVO:01000024]	119	0.03914473684210526
microbial	env_broad_scale	marine biome [ENVO:00000447]	76	0.025
microbial	env_broad_scale	marine coral reef biome [ENVO:01000049]	18	0.0059210526315789476
microbial	env_broad_scale	mediterranean sea biome [ENVO:01000047]	9	0.0029605263157894738
microbial	env_broad_scale	microbial mat [ENVO:01000008]	14	0.004605263157894736
microbial	env_broad_scale	ocean [ENVO:00000015]	4	0.0013157894736842105
microbial	env_broad_scale	permafrost [ENVO:00000134]	1	0.0003289473684210526
microbial	env_broad_scale	polar desert biome [ENVO:01000186]	8	0.002631578947368421
microbial	env_broad_scale	rangeland biome [ENVO:01000247]	405	0.13322368421052633
microbial	env_broad_scale	river [ENVO:00000022]	3	0.000986842105263158
microbial	env_broad_scale	rumen [UBERON:0007365]	29	0.009539473684210526
microbial	env_broad_scale	sea water [ENVO:00002149]	1	0.0003289473684210526
microbial	env_broad_scale	sludge [ENVO:00002044]	4	0.0013157894736842105
microbial	env_broad_scale	soil [ENVO:00001998]	3	0.000986842105263158
microbial	env_broad_scale	tundra biome [ENVO:01000180]	36	0.011842105263157895
microbial	env_broad_scale	unmapped [unmapped]	546	0.17960526315789474
microbial	env_broad_scale	urban biome [ENVO:01000249]	1295	0.42598684210526316
microbial	env_broad_scale	village [ENVO:01000773]	27	0.008881578947368421
microbial	env_broad_scale	water [CHEBI:15377]	2	0.0006578947368421052
microbial	env_local_scale	Gut [FMA:45615]	1	0.0003289473684210526
microbial	env_local_scale	active layer in a cryosphere [ENVO:01001610]	1	0.0003289473684210526
microbial	env_local_scale	beach sand [ENVO:00002138]	56	0.018421052631578946
microbial	env_local_scale	biofilm [ENVO:00002034]	21	0.006907894736842105
microbial	env_local_scale	brackish water [ENVO:00002019]	18	0.0059210526315789476
microbial	env_local_scale	building [ENVO:00000073]	14	0.004605263157894736
microbial	env_local_scale	coral reef [ENVO:00000150]	66	0.021710526315789475
microbial	env_local_scale	dry lake [ENVO:00000277]	36	0.011842105263157895
microbial	env_local_scale	estuary [ENVO:00000045]	1	0.0003289473684210526
microbial	env_local_scale	freshwater lake [ENVO:00000021]	12	0.003947368421052632
microbial	env_local_scale	glacial feature [ENVO:00000131]	32	0.010526315789473684
microbial	env_local_scale	harbor [ENVO:00000463]	2	0.0006578947368421052
microbial	env_local_scale	hot spring [ENVO:00000051]	400	0.13157894736842105
microbial	env_local_scale	hydrothermal vent [ENVO:00000215]	77	0.02532894736842105
microbial	env_local_scale	intertidal zone [ENVO:00000316]	37	0.012171052631578947
microbial	env_local_scale	lake [ENVO:00000020]	23	0.007565789473684211
microbial	env_local_scale	mesenteric lymph node [UBERON:0002509]	7	0.002302631578947368
microbial	env_local_scale	microbial feature [ENVO:01000007]	30	0.009868421052631578
microbial	env_local_scale	microbial mat [ENVO:01000008]	4	0.0013157894736842105
microbial	env_local_scale	organic feature [ENVO:01000159]	18	0.0059210526315789476
microbial	env_local_scale	research facility [ENVO:00000469]	1281	0.42138157894736844
microbial	env_local_scale	rumen [UBERON:0007365]	2	0.0006578947368421052
microbial	env_local_scale	saline lake [ENVO:00000019]	8	0.002631578947368421
microbial	env_local_scale	saline marsh [ENVO:00000054]	9	0.0029605263157894738
microbial	env_local_scale	sediment [ENVO:00002007]	6	0.001973684210526316
microbial	env_local_scale	soil [ENVO:00001998]	5	0.001644736842105263
microbial	env_local_scale	stromatolite mat [ENVO:00002157]	19	0.00625
microbial	env_local_scale	transcriptome [EFO:0004421]	11	0.003618421052631579
microbial	env_local_scale	unidentified [NCBITaxon:32644]	1	0.0003289473684210526
microbial	env_local_scale	unmapped [unmapped]	828	0.2723684210526316
microbial	env_local_scale	water [CHEBI:15377]	14	0.004605263157894736
microbial	env_medium	DNA [CHEBI:16991]	25	0.008620689655172414
microbial	env_medium	Feces [FMA:64183]	159	0.05482758620689655
microbial	env_medium	Milk [FMA:62100]	10	0.0034482758620689655
microbial	env_medium	air [ENVO:00002005]	1	0.0003448275862068965
microbial	env_medium	anaerobic mud [ENVO:00002133]	3	0.0010344827586206897
microbial	env_medium	beer [ENVO:01000015]	14	0.004827586206896552
microbial	env_medium	biofilm [ENVO:00002034]	1314	0.4531034482758621
microbial	env_medium	biofilm material [ENVO:01000156]	69	0.02379310344827586
microbial	env_medium	granular sediment [ENVO:01000117]	32	0.011034482758620689
microbial	env_medium	metagenome [NCBITaxon:256318]	22	0.007586206896551724
microbial	env_medium	microbial mat [ENVO:01000008]	681	0.23482758620689656
microbial	env_medium	microbial mat material [ENVO:01000157]	3	0.0010344827586206897
microbial	env_medium	organic material [ENVO:01000155]	26	0.00896551724137931
microbial	env_medium	rumen [UBERON:0007365]	2	0.000689655172413793
microbial	env_medium	saline water [ENVO:00002010]	9	0.003103448275862069
microbial	env_medium	sand [ENVO:01000017]	56	0.019310344827586208
microbial	env_medium	sea water [ENVO:00002149]	13	0.004482758620689655
microbial	env_medium	sediment [ENVO:00002007]	68	0.023448275862068966
microbial	env_medium	sludge [ENVO:00002044]	5	0.0017241379310344827
microbial	env_medium	soil [ENVO:00001998]	11	0.003793103448275862
microbial	env_medium	stromatolite mat [ENVO:00002157]	18	0.006206896551724138
microbial	env_medium	unidentified [NCBITaxon:32644]	1	0.0003448275862068965
microbial	env_medium	unmapped [unmapped]	303	0.10448275862068966
microbial	env_medium	waste water [ENVO:00002001]	3	0.0010344827586206897
microbial	env_medium	water [CHEBI:15377]	49	0.01689655172413793
microbial	env_medium	water column [ENVO:06105011]	3	0.0010344827586206897
microbial	experimental_factor	biofilm [ENVO:00002034]	6	0.2
microbial	experimental_factor	unmapped [unmapped]	24	0.8
microbial	ploidy	unmapped [unmapped]	2	1.0
microbial	samp_collect_device	unmapped [unmapped]	24	1.0
